Variable,Coefficient,Std. Error,t-value,P>|t|,[0.025,0.975]
const,6.892713237365621,0.06652125560875376,103.61670377819185,0.0,6.762280835284078,7.023145639447164
PovertyRate,0.10574324594310139,0.003888450539341662,27.194185671962888,1.3061343438808399e-145,0.09811891685339515,0.11336757503280763
